name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
"Cape Fear",R,Crime,1991,1991-11-15,7.3,180000,"Martin Scorsese","John D. MacDonald","Robert De Niro","United States",35000000,182291969,"Amblin Entertainment",128
"The Addams Family",PG-13,Comedy,1991,1991-11-22,6.9,140000,"Barry Sonnenfeld","Charles Addams","Anjelica Huston","United States",30000000,191502426,"Orion Pictures",99
"Thelma & Louise",R,Adventure,1991,1991-05-24,7.5,142000,"Ridley Scott","Callie Khouri","Susan Sarandon","United States",16500000,45456285,"PathÃ© Entertainment",130
"Y Tu MamÃ¡ TambiÃ©n",,Drama,1991,2001-06-08,7.6,118000,"Alfonso CuarÃ³n","Carlos CuarÃ³n","Maribel VerdÃº",Mexico,2000000,33616692,"Anhelo Producciones",106
"Robin Hood: Prince of Thieves",PG-13,Action,1991,1991-06-14,6.9,182000,"Kevin Reynolds","Pen Densham","Kevin Costner","United States",48000000,390493908,"Warner Bros.",143
"The Doors",R,Biography,1991,1991-03-01,7.2,86000,"Oliver Stone","Randall Jahnson","Val Kilmer","United States",38000000,34416893,"Bill Graham Films",140
"Beauty and the Beast",G,Animation,1991,1991-11-22,8,424000,"Gary Trousdale","Linda Woolverton","Paige O'Hara","United States",25000000,424967620,"Walt Disney Pictures",84
"Fried Green Tomatoes",PG-13,Drama,1991,1992-01-24,7.7,69000,"Jon Avnet","Fannie Flagg","Kathy Bates","United States",11000000,119418501,"Universal Pictures",130
JFK,R,Drama,1991,1991-12-20,8,146000,"Oliver Stone","Jim Garrison","Kevin Costner","United States",40000000,205405498,"Warner Bros.",189
"The Rocketeer",PG,Action,1991,1991-06-21,6.5,55000,"Joe Johnston","Dave Stevens","Billy Campbell","United States",35000000,46704056,"Walt Disney Pictures",108
"My Girl",PG,Comedy,1991,1991-11-27,6.9,75000,"Howard Zieff","Laurice Elehwany","Anna Chlumsky","United States",17000000,59489799,"Columbia Pictures",102
Backdraft,R,Action,1991,1991-05-24,6.7,74000,"Ron Howard","Gregory Widen","Kurt Russell","United States",40000000,152368585,"Imagine Films Entertainment",137
"Bill & Ted's Bogus Journey",PG,Adventure,1991,1991-07-19,6.3,72000,"Peter Hewitt","Chris Matheson","Keanu Reeves","United States",20000000,38039850,"Nelson Entertainment",93
"City Slickers",PG-13,Comedy,1991,1991-06-07,6.8,51000,"Ron Underwood","Lowell Ganz","Billy Crystal","United States",27000000,179033791,"Castle Rock Entertainment",113
"The Fisher King",R,Comedy,1991,1991-09-27,7.5,81000,"Terry Gilliam","Richard LaGravenese","Jeff Bridges","United States",24000000,41895491,"TriStar Pictures",137
"Sleeping with the Enemy",R,Drama,1991,1991-02-08,6.3,52000,"Joseph Ruben","Nancy Price","Julia Roberts","United States",19000000,174999005,"Twentieth Century Fox",99
"Return to the Blue Lagoon",PG-13,Adventure,1991,1991-08-02,5.2,19000,"William A. Graham","Henry De Vere Stacpoole","Brian Krause","United States",11000000,2807854,"Columbia Pictures",102
"The Last Boy Scout",R,Action,1991,1991-12-13,7,95000,"Tony Scott","Shane Black","Bruce Willis","United States",43000000,59509925,"Geffen Pictures",105
"Star Trek VI: The Undiscovered Country",PG,Action,1991,1991-12-06,7.2,72000,"Nicholas Meyer","Gene Roddenberry","William Shatner","United States",30000000,96888996,"Paramount Pictures",110
"My Own Private Idaho",R,Drama,1991,1991-07-20,7,53000,"Gus Van Sant","Gus Van Sant","River Phoenix","United States",2500000,6401336,"New Line Cinema",104
"Drop Dead Fred",PG-13,Comedy,1991,1991-05-24,5.9,27000,"Ate de Jong","Elizabeth Livingston","Phoebe Cates","United States",6788000,13878411,"PolyGram Filmed Entertainment",103
"Hot Shots!",PG-13,Action,1991,1991-07-31,6.8,102000,"Jim Abrahams","Jim Abrahams","Charlie Sheen","United States",26000000,181096164,"Twentieth Century Fox",84
"Hudson Hawk",R,Action,1991,1991-05-24,5.8,54000,"Michael Lehmann","Bruce Willis","Bruce Willis","United States",65000000,17218080,"TriStar Pictures",100
"The Prince of Tides",R,Drama,1991,1991-12-25,6.7,17000,"Barbra Streisand","Pat Conroy","Barbra Streisand","United States",30000000,74787599,"Columbia Pictures",132
"Barton Fink",R,Comedy,1991,1991-08-21,7.7,116000,"Joel Coen","Joel Coen","John Turturro","United Kingdom",9000000,6153939,"Circle Films",116
"Nothing But Trouble",PG-13,Comedy,1991,1991-02-15,5.1,23000,"Dan Aykroyd","Peter Aykroyd","Chevy Chase","United States",40000000,8479793,"Applied Action",94
"What About Bob?",PG,Comedy,1991,1991-05-17,7,65000,"Frank Oz","Alvin Sargent","Bill Murray","United States",35000000,63707829,"Touchstone Pictures",99
"Naked Lunch",R,Drama,1991,1992-04-24,7,48000,"David Cronenberg","William S. Burroughs","Peter Weller",Canada,16000000,2641357,"Recorded Picture Company (RPC)",115
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",PG,Action,1991,1991-03-22,6,53000,"Michael Pressman","Kevin Eastman","Paige Turco","United States",25000000,78656813,"Golden Harvest Company",88
"The Naked Gun 2Â½: The Smell of Fear",PG-13,Comedy,1991,1991-06-28,6.9,108000,"David Zucker","Jim Abrahams","Leslie Nielsen","United States",23000000,86930411,"Paramount Pictures",85
"Double Impact",R,Action,1991,1991-08-09,5.6,39000,"Sheldon Lettich","Sheldon Lettich","Jean-Claude Van Damme","United States",15000000,30102717,"Stone Group Pictures",110
"The Commitments",R,Comedy,1991,1991-09-13,7.6,34000,"Alan Parker","Roddy Doyle","Robert Arkins",Ireland,12000000,14919570,"Beacon Communications",118
"New Jack City",R,Action,1991,1991-03-08,6.7,33000,"Mario Van Peebles","Thomas Lee Wright","Wesley Snipes","United States",8000000,47624353,"Warner Bros.",97
"Toy Soldiers",R,Action,1991,1991-04-26,6.6,20000,"Daniel Petrie Jr.","William P. Kennedy","Sean Astin","United States",10000000,15073942,"TriStar Pictures",111
"The People Under the Stairs",R,Comedy,1991,1991-11-01,6.4,32000,"Wes Craven","Wes Craven","Brandon Quintin Adams","United States",6000000,31347154,"Universal Pictures",102
"Regarding Henry",PG-13,Drama,1991,1991-07-10,6.7,30000,"Mike Nichols","J.J. Abrams","Harrison Ford","United States",25000000,43001500,"Paramount Pictures",108
Bugsy,R,Biography,1991,1991-12-20,6.8,27000,"Barry Levinson","James Toback","Warren Beatty","United States",30000000,49114016,"TriStar Pictures",136
"Doc Hollywood",PG-13,Comedy,1991,1991-08-02,6.2,34000,"Michael Caton-Jones","Neil B. Shulman","Michael J. Fox","United States",20000000,54830779,"Warner Bros.",104
"Night on Earth",R,Comedy,1991,1991-12-12,7.7,57000,"Jim Jarmusch","Jim Jarmusch","Winona Ryder",France,3500000,2023808,"Victor Company of Japan (JVC)",129
"Child's Play 3",R,Horror,1991,1991-08-30,5.1,37000,"Jack Bender","Don Mancini","Justin Whalin","United Kingdom",13000000,20560255,"Universal Pictures",90
"Freddy's Dead: The Final Nightmare",R,Fantasy,1991,1991-09-13,4.9,43000,"Rachel Talalay","Wes Craven","Robert Englund","United States",11000000,34872033,"New Line Cinema",89
Oscar,PG,Comedy,1991,1991-04-26,6.5,30000,"John Landis","Claude Magnier","Sylvester Stallone","United States",35000000,23562716,"Joseph S. Vecchio Entertainment",109
"The Lovers on the Bridge",R,Drama,1991,1999-07-02,7.6,13000,"Leos Carax","Leos Carax","Juliette Binoche",France,28000000,29679,"Films A2",125
"Highlander II: The Quickening",R,Action,1991,1991-11-01,4.2,44000,"Russell Mulcahy","Gregory Widen","Christopher Lambert","United Kingdom",30000000,15556340,"Davis-Panzer Productions",91
"Stone Cold",R,Action,1991,1991-05-17,6,7300,"Craig R. Baxley","Walter Doniger","Brian Bosworth","United States",17000000,9151887,"Stone Group Pictures",92
"Showdown in Little Tokyo",R,Action,1991,1991-08-23,6.1,17000,"Mark L. Lester","Stephen Glantz","Dolph Lundgren","United States",8000000,2275557,"Little Tokyo Productions",79
"Jungle Fever",R,Drama,1991,1991-06-07,6.6,17000,"Spike Lee","Spike Lee","Wesley Snipes","United States",14000000,43882682,"Universal Pictures",132
"Harley Davidson and the Marlboro Man",R,Action,1991,1991-08-23,6.1,19000,"Simon Wincer","Don Michael Paul","Mickey Rourke","United States",23000000,7434726,Krisjair,98
"Flight of the Intruder",PG-13,Action,1991,1991-01-18,5.8,6600,"John Milius","Stephen Coonts","Danny Glover","United States",35000000,14587732,"Paramount Pictures",115
"Problem Child 2",PG-13,Comedy,1991,1991-07-03,4.9,21000,"Brian Levant","Scott Alexander","John Ritter","United States",15000000,32704700,"Universal Pictures",90
"The Hard Way",R,Action,1991,1991-03-08,6.4,19000,"John Badham","Lem Dobbs","Michael J. Fox","United States",24000000,65595485,"Universal Pictures",111
Rush,R,Action,1991,1992-01-17,6.8,8200,"Lili Fini Zanuck","Kim Wozencraft","Jason Patric","United States",17000000,7241350,"Metro-Goldwyn-Mayer (MGM)",120
"Dead Again",R,Crime,1991,1991-08-30,6.9,27000,"Kenneth Branagh","Scott Frank","Kenneth Branagh","United States",15000000,38016380,"Paramount Pictures",107
"Out for Justice",R,Action,1991,1991-04-12,6.1,22000,"John Flynn","R. Lance Hill","Steven Seagal","United States",14000000,39673161,"Arnold Kopelson Productions",91
"The Indian Runner",R,Drama,1991,1991-09-20,7,8600,"Sean Penn","Sean Penn","David Morse","United States",7000000,191125,"Columbia Pictures",127
"Life Stinks",PG-13,Comedy,1991,1991-07-26,5.9,9800,"Mel Brooks","Mel Brooks","Mel Brooks","United States",13000000,4102526,Brooksfilms,92
"Frankie and Johnny",R,Comedy,1991,1991-10-11,6.7,30000,"Garry Marshall","Terrence McNally","Al Pacino","United States",29000000,22773535,"Paramount Pictures",118
Soapdish,PG-13,Comedy,1991,1991-05-31,6.6,15000,"Michael Hoffman","Robert Harling","Sally Field","United States",25000000,36489888,"Paramount Pictures",97
"Curly Sue",PG,Comedy,1991,1991-10-25,5.9,21000,"John Hughes","John Hughes","Jim Belushi","United States",25000000,33691313,"Warner Bros.",101
"Mannequin: on the Move",PG,Comedy,1991,1991-05-17,4.4,5800,"Stewart Raffill","Edward Rugoff","Kristy Swanson","United States",13000000,3752428,"Gladden Entertainment",95
Rock-A-Doodle,G,Animation,1991,1992-04-03,6.1,8800,"Don Bluth","Don Bluth","Glen Campbell",Ireland,18000000,11657385,"Goldcrest Films International",77
"Necessary Roughness",PG-13,Comedy,1991,1991-09-27,6.2,11000,"Stan Dragoti","Rick Natkin","Scott Bakula","United States",13500000,26255594,"Paramount Pictures",108
"Cool as Ice",PG,Comedy,1991,1991-10-18,2.9,9100,"David Kellogg","David Stenn","Vanilla Ice","United States",6000000,1193062,"Alive Films",91
Switch,R,Comedy,1991,1991-05-10,5.8,9100,"Blake Edwards","Blake Edwards","Ellen Barkin","United States",14000000,15545943,"Beco Films",103
"White Fang",PG,Adventure,1991,1991-01-18,6.7,20000,"Randal Kleiser","Jack London","Ethan Hawke","United States",14000000,34793160,"Walt Disney Pictures",107
"Until the End of the World",R,Action,1991,1991-12-25,6.8,9500,"Wim Wenders","Peter Carey","William Hurt",Germany,23000000,829625,"Argos Films",158
Dutch,PG-13,Comedy,1991,1991-07-19,6.5,12000,"Peter Faiman","John Hughes","Ed O'Neill","United States",17000000,4603929,"Twentieth Century Fox",107
Shattered,R,Crime,1991,1991-10-11,6.5,8900,"Wolfgang Petersen","Richard Neely","Tom Berenger","United States",22000000,11511031,"Capella International",98
Mobsters,R,Crime,1991,1991-07-26,6,8600,"Michael Karbelnikoff","Michael Mahern","Christian Slater","United States",23000000,20246790,"Universal Pictures",104
"Dying Young",R,Drama,1991,1991-06-21,6.1,15000,"Joel Schumacher","Marti Leimbach","Julia Roberts","United States",18000000,82264675,"Fogwood Films",111
Delirious,PG,Comedy,1991,1991-08-09,5.9,8000,"Tom Mankiewicz","Lawrence J. Cohen","John Candy","United States",18000000,5546827,"Metro-Goldwyn-Mayer (MGM)",96
"Little Man Tate",PG,Drama,1991,1991-11-01,6.6,14000,"Jodie Foster","Scott Frank","Jodie Foster","United States",10000000,25010896,"Orion Pictures",99
"Shadows and Fog",PG-13,Comedy,1991,1992-03-20,6.7,16000,"Woody Allen","Woody Allen","Woody Allen","United States",14000000,2735731,"Jack Rollins & Charles H. Joffe Productions",85
"Shakes the Clown",R,Comedy,1991,1992-03-13,5.6,4700,"Bobcat Goldthwait","Bobcat Goldthwait","Bobcat Goldthwait","United States",1400000,115103,"IRS Media",87
"Billy Bathgate",R,Crime,1991,1991-11-01,5.9,11000,"Robert Benton","E.L. Doctorow","Dustin Hoffman","United States",48000000,15565363,"Touchstone Pictures",106
Kafka,PG-13,Drama,1991,1991-11-15,6.9,9600,"Steven Soderbergh","Lem Dobbs","Jeremy Irons",France,11000000,1059071,"Baltimore Pictures",98
"Johnny Suede",R,Comedy,1991,1992-04-22,5.8,3800,"Tom DiCillo","Tom DiCillo","Brad Pitt",Switzerland,500000,90091,Arena,97
"Mystery Date",PG-13,Comedy,1991,1991-08-16,6,2700,"Jonathan Wacks","Parker Bennett","Ethan Hawke","United States",10000000,6166819,"Orion Pictures",97
"The Marrying Man",R,Comedy,1991,1991-04-05,5.8,5300,"Jerry Rees","Neil Simon","Kim Basinger","United States",26000000,12454768,"Hollywood Pictures",115
Poison,Unrated,Drama,1991,1991-08-16,6.4,4100,"Todd Haynes","Jean Genet","Edith Meeks","United States",250000,787280,"Bronze Eye Productions",85
"King Ralph",PG,Comedy,1991,1991-02-15,5.3,15000,"David S. Ward","Emlyn Williams","John Goodman","United States",23000000,52487045,"Universal Pictures",97
"House Party 2",R,Comedy,1991,1991-10-23,5.3,6100,"George Jackson","Reginald Hudlin","Christopher Reid","United States",5000000,19438638,"Jackson/McHenry Company,The",94
"The Perfect Weapon",R,Action,1991,1991-03-15,6,3800,"Mark DiSalle","David C. Wilson","Jeff Speakman","United States",10000000,14061361,"Paramount Pictures",83
"Under Suspicion",R,Crime,1991,1992-02-28,6.5,3800,"Simon Moore","Simon Moore","Liam Neeson","United Kingdom",6000000,221295,"Carnival Film & Television",99
"The Princess and the Goblin",G,Animation,1991,1994-06-03,6.8,2600,"JÃ³zsef GÃ©mes","Robin Lyons","Claire Bloom","United Kingdom",10000000,2105078,"Siriol Productions",82
"Rambling Rose",R,Drama,1991,1991-09-20,6.6,4700,"Martha Coolidge","Calder Willingham","Laura Dern","United States",7500000,6266621,"Carolco Pictures",112
"Pure Luck",PG,Comedy,1991,1991-08-09,5.8,6700,"Nadia Tass","Francis Veber","Martin Short","United States",17010000,24941969,Hivemind,96
F/X2,PG-13,Action,1991,1991-05-10,5.9,9000,"Richard Franklin","Robert T. Megginson","Bryan Brown","United States",16400000,21082165,"Orion Pictures",108
"Mortal Thoughts",R,Mystery,1991,1991-04-19,5.7,8400,"Alan Rudolph","William Reilly","Demi Moore","United States",8000000,18784957,"Columbia Pictures",103
"Another You",R,Comedy,1991,1991-07-26,5.4,3700,"Maurice Phillips","Ziggy Steinberg","Richard Pryor","United States",17000000,2865916,"TriStar Pictures",98
"For the Boys",R,Comedy,1991,1991-11-27,6.4,5300,"Mark Rydell","Neal Jimenez","Bette Midler","United States",40000000,23202444,"All Girl Productions",138
"Beastmaster 2: Through the Portal of Time",PG-13,Action,1991,1991-08-30,4.1,3000,"Sylvio Tabet","Andre Norton","Marc Singer","United States",6000000,869325,"Les Films 21",107
"Eve of Destruction",R,Action,1991,1991-01-18,4.9,2100,"Duncan Gibbins","Duncan Gibbins","Gregory Hines","United States",13000000,5451119,"Nelson Entertainment",99
"A Rage in Harlem",R,Comedy,1991,1991-05-03,5.9,2000,"Bill Duke","Chester Himes","Forest Whitaker","United Kingdom",8000000,10438504,"Palace Pictures",115
"The Super",R,Comedy,1991,1991-10-04,5.6,5400,"Rod Daniel","Sam Simon","Joe Pesci","United States",22000000,11000863,"Largo Entertainment",95
"At Play in the Fields of the Lord",R,Drama,1991,1991-12-06,6.8,3100,"Hector Babenco","Peter Matthiessen","Tom Berenger","United States",36000000,1345903,"The Saul Zaentz Company",189
"True Colors",R,Drama,1991,1991-03-15,6.3,5000,"Herbert Ross","Kevin Wade","John Cusack","United States",20000000,418807,"Paramount Pictures",111
"A Kiss Before Dying",R,Crime,1991,1991-04-26,5.7,5100,"James Dearden","Ira Levin","Matt Dillon","United Kingdom",15000000,15429177,"Universal Pictures",94
Bingo,PG,Adventure,1991,1991-08-09,4.9,2700,"Matthew Robbins","Jim Strain","Cindy Williams","United States",10000000,8667684,"TriStar Pictures",89
"Body Parts",R,Horror,1991,1991-08-02,5.6,4100,"Eric Red","Pierre Boileau","Jeff Fahey","United States",10000000,9188150,"Paramount Pictures",88
"One Good Cop",R,Action,1991,1991-05-03,5.9,3900,"Heywood Gould","Heywood Gould","Michael Keaton","United States",4000000,11276846,"Hollywood Pictures",114
